Source IP,total_flows,anomaly_flows,mean_score,min_score,unique_dest,bytes_sent,bytes_received,first_seen,last_seen,anomaly_ratio,active_duration,ratio_norm,flow_norm,risk_score,apt_flag
 192.168.164.25 ,38,0,0.08498239721356289,-0.03746478878966286,38,3900,0,2025-01-01 22:22:56,2025-01-01 22:23:29,0.0,33.0,0.0,0.0,0.0,0
 192.168.164.253,12,5,-0.11109456689753294,-0.2581707842918909,12,6518955,9350651,2025-01-01 02:40:52,2025-01-01 07:14:34,0.4166666666666667,16422.0,0.41666625000041674,0.20833332465277812,0.35416637239612514,0
 192.168.164.3  ,5,0,-0.07096973562923692,-0.08964479261459901,5,92865,92987,2025-01-01 15:06:49,2025-01-01 15:11:43,0.0,294.0,0.0,0.0,0.0,0
 192.168.164.31 ,4,1,-0.05788801580464381,-0.13378242423113063,4,53315,50425,2025-01-01 05:46:13,2025-01-01 05:54:07,0.25,474.0,0.24999975000025002,0.041666664930555625,0.1874998244793417,0
 192.168.164.43 ,10,3,-0.10018251741753219,-0.24135608278431064,10,3818546,2598495,2025-01-01 07:38:13,2025-01-01 07:54:30,0.3,977.0,0.2999997000003,0.12499999479166687,0.24749978843771006,0
 192.168.164.45 ,4,2,-0.09848645560880759,-0.22033107449816758,4,975783,1139502,2025-01-01 17:28:23,2025-01-01 17:29:49,0.5,86.0,0.49999950000050003,0.08333332986111125,0.3749996489586834,0
 192.168.164.57 ,10,1,-0.07958383178501245,-0.26126397186835926,10,5053585,1735509,2025-01-01 05:15:42,2025-01-01 05:32:14,0.1,992.0,0.09999990000010002,0.041666664930555625,0.0824999294792367,0
 192.168.164.71 ,8,3,-0.11232756362335057,-0.24490183944785449,8,4817691,6943961,2025-01-01 11:48:20,2025-01-01 12:13:33,0.375,1513.0,0.37499962500037504,0.12499999479166687,0.2999997359377626,0
 192.168.165.103,16,4,-0.08313070000554025,-0.25558943697695413,16,7114060,8447021,2025-01-01 06:20:09,2025-01-01 21:14:05,0.25,53636.0,0.24999975000025002,0.1666666597222225,0.22499982291684173,0
 192.168.165.113,3,1,-0.10749323015572472,-0.24315862307153835,3,2054375,1287222,2025-01-01 22:45:42,2025-01-01 22:52:49,0.3333333333333333,427.0,0.33333300000033333,0.041666664930555625,0.24583309947940002,0
 192.168.165.117,37,0,0.07605756972624395,-0.045260469978750106,37,4079,0,2025-01-01 00:25:39,2025-01-01 00:26:12,0.0,33.0,0.0,0.0,0.0,0
 192.168.165.125,30,7,-0.07216440134655465,-0.2423047183720487,30,8076825,3052190,2025-01-01 16:55:30,2025-01-01 17:25:27,0.23333333333333334,1797.0,0.23333310000023336,0.2916666545138894,0.2508331663543302,0
 192.168.165.141,9,3,-0.09262240465002648,-0.2535133955229596,9,4518595,1704273,2025-01-01 08:52:30,2025-01-01 09:04:53,0.3333333333333333,743.0,0.33333300000033333,0.12499999479166687,0.2708330984377334,0
 192.168.165.233,3,0,-0.0403076965604919,-0.07141445454984074,3,24402,45962,2025-01-01 19:27:59,2025-01-01 19:32:17,0.0,258.0,0.0,0.0,0.0,0
 192.168.165.246,13,4,-0.0783587552132689,-0.23467716003539152,13,5934982,1348485,2025-01-01 08:02:24,2025-01-01 22:38:39,0.3076923076923077,52575.0,0.3076920000003077,0.1666666597222225,0.2653843979168821,0
 192.168.165.250,4,1,-0.06846797184644421,-0.11578951753628819,4,47783,52941,2025-01-01 14:36:09,2025-01-01 14:40:17,0.25,248.0,0.24999975000025002,0.041666664930555625,0.1874998244793417,0
 192.168.165.37 ,4,0,-0.07743793758924486,-0.08205957565844124,4,274476,65829,2025-01-01 18:30:40,2025-01-01 18:35:00,0.0,260.0,0.0,0.0,0.0,0
 192.168.165.54 ,8,2,-0.09892944584976218,-0.2578736409933,8,6986322,2770818,2025-01-01 00:43:15,2025-01-01 00:57:17,0.25,842.0,0.24999975000025002,0.08333332986111125,0.19999982395850838,0
 192.168.165.83 ,9,3,-0.07409874669442865,-0.1411645875073393,9,139798,160190,2025-01-01 21:19:15,2025-01-01 21:32:49,0.3333333333333333,814.0,0.33333300000033333,0.12499999479166687,0.2708330984377334,0
 192.168.165.90 ,7,2,-0.07074253923853686,-0.10253868513485498,7,99892,74917,2025-01-01 02:00:57,2025-01-01 02:09:19,0.2857142857142857,502.0,0.28571400000028574,0.08333332986111125,0.2249997989585334,0
 192.168.166.100,6,2,-0.06098848347112634,-0.10900348384834102,6,112767,115031,2025-01-01 09:25:36,2025-01-01 09:38:27,0.3333333333333333,771.0,0.33333300000033333,0.08333332986111125,0.2583330989585667,0
 192.168.166.106,10,1,-0.07672379247179496,-0.1326657678451808,10,195449,152728,2025-01-01 15:08:37,2025-01-01 15:28:38,0.1,1201.0,0.09999990000010002,0.041666664930555625,0.0824999294792367,0
 192.168.166.116,7,1,-0.04793764583694878,-0.11750110113097267,7,78435,118826,2025-01-01 17:41:52,2025-01-01 18:01:38,0.14285714285714285,1186.0,0.14285700000014287,0.041666664930555625,0.1124998994792667,0
 192.168.166.139,19,6,-0.0882510009478838,-0.24713588437638478,19,8897465,3727454,2025-01-01 05:42:05,2025-01-01 06:03:26,0.3157894736842105,1281.0,0.31578915789505263,0.24999998958333375,0.29605240740153693,0
 192.168.166.157,55,0,0.08830878268854579,-0.03474668381209223,55,5849,0,2025-01-01 02:00:24,2025-01-01 02:01:12,0.0,48.0,0.0,0.0,0.0,0
 192.168.166.161,24,11,-0.12182980189260151,-0.2572795683342296,24,11507961,13674927,2025-01-01 10:38:22,2025-01-01 11:15:30,0.4583333333333333,2228.0,0.45833287500045833,0.4583333142361119,0.4583330067711544,1
 192.168.166.162,31,1,0.03673454088319956,-0.10576126167722721,10,98932,166457,2025-01-01 00:17:43,2025-01-01 18:10:18,0.03225806451612903,64355.0,0.03225803225809678,0.041666664930555625,0.035080622059834435,0
 192.168.166.189,8,4,-0.08038176387198816,-0.14848398700885002,8,146382,73417,2025-01-01 16:43:04,2025-01-01 16:49:54,0.5,410.0,0.49999950000050003,0.1666666597222225,0.39999964791701675,0
 192.168.166.190,33,0,0.0785182530812228,0.036945760901658964,1,4797,3172,2025-01-01 18:05:46,2025-01-01 18:34:46,0.0,1740.0,0.0,0.0,0.0,0
 192.168.166.201,10,5,-0.09267510759967125,-0.24605424660641206,10,2790345,3749698,2025-01-01 01:17:40,2025-01-01 01:35:10,0.5,1050.0,0.49999950000050003,0.20833332465277812,0.41249964739618344,1
 192.168.166.225,7,2,-0.09566134191918775,-0.2500160988089485,7,2957123,2996056,2025-01-01 02:48:25,2025-01-01 02:59:22,0.2857142857142857,657.0,0.28571400000028574,0.08333332986111125,0.2249997989585334,0
 192.168.166.33 ,8,2,-0.0474591921920549,-0.1348488797565891,8,4176542,94484,2025-01-01 20:31:30,2025-01-01 20:39:03,0.25,453.0,0.24999975000025002,0.08333332986111125,0.19999982395850838,0
 192.168.166.61 ,23,8,-0.08613725626212591,-0.2550079393859963,23,6588185,6264370,2025-01-01 12:44:59,2025-01-01 13:24:07,0.34782608695652173,2348.0,0.34782573913078263,0.333333319444445,0.3434780132248813,0
 192.168.166.83 ,5,1,-0.0971154015407841,-0.2674025454543677,5,5007361,2088585,2025-01-01 02:33:15,2025-01-01 02:38:44,0.2,329.0,0.19999980000020004,0.041666664930555625,0.15249985947930672,0
 192.168.166.93 ,3,1,-0.11522011706246238,-0.23549977028188773,3,4405426,637760,2025-01-01 09:18:19,2025-01-01 09:31:57,0.3333333333333333,818.0,0.33333300000033333,0.041666664930555625,0.24583309947940002,0
 192.168.167.115,6,2,-0.09147399504606248,-0.24786870269266414,6,4424677,3333211,2025-01-01 17:55:44,2025-01-01 18:05:30,0.3333333333333333,586.0,0.33333300000033333,0.08333332986111125,0.2583330989585667,0
 192.168.167.128,9,3,-0.0804691920613902,-0.24989492965589954,9,4028469,4866467,2025-01-01 03:34:34,2025-01-01 03:48:10,0.3333333333333333,816.0,0.33333300000033333,0.12499999479166687,0.2708330984377334,0
 192.168.167.218,32,0,0.0932362551237644,-0.014924934291870251,32,3225,0,2025-01-01 01:56:42,2025-01-01 01:57:14,0.0,32.0,0.0,0.0,0.0,0
 192.168.167.225,6,1,-0.08670146062889356,-0.24948117656775226,6,2706121,1808097,2025-01-01 09:55:05,2025-01-01 09:58:26,0.16666666666666666,201.0,0.16666650000016667,0.041666664930555625,0.12916654947928335,0
 192.168.167.231,9,1,-0.0761418818945268,-0.2554911351744982,9,3793072,1136510,2025-01-01 07:23:26,2025-01-01 07:42:06,0.1111111111111111,1120.0,0.11111100000011112,0.041666664930555625,0.09027769947924447,0
 192.168.167.241,6,0,-0.03212070819264153,-0.06449501793487067,6,74015,78336,2025-01-01 20:44:51,2025-01-01 20:56:00,0.0,669.0,0.0,0.0,0.0,0
 192.168.167.29 ,30,0,0.06009522361575317,-0.05761853716261711,30,3121,0,2025-01-01 14:51:54,2025-01-01 14:52:34,0.0,40.0,0.0,0.0,0.0,0
 192.168.167.3  ,5,2,-0.06877377332467956,-0.12409507362442473,5,66527,94282,2025-01-01 02:41:02,2025-01-01 02:47:32,0.4,390.0,0.3999996000004001,0.08333332986111125,0.30499971895861344,0
 192.168.167.36 ,5,2,-0.11684652475567907,-0.2590224231162913,5,4920628,2496327,2025-01-01 18:35:00,2025-01-01 18:45:09,0.4,609.0,0.3999996000004001,0.08333332986111125,0.30499971895861344,0
 192.168.167.50 ,4,0,-0.05918480948690419,-0.08196155455238796,4,58655,44284,2025-01-01 21:14:51,2025-01-01 21:16:44,0.0,113.0,0.0,0.0,0.0,0
 192.168.167.6  ,7,4,-0.164399715390772,-0.2664484511102393,7,11964831,9698825,2025-01-01 23:07:50,2025-01-01 23:21:01,0.5714285714285714,791.0,0.5714280000005715,0.1666666597222225,0.4499995979170668,1
 192.168.167.64 ,5,0,-0.04417923318607699,-0.0753198018536907,5,72834,57957,2025-01-01 00:27:46,2025-01-01 00:40:59,0.0,793.0,0.0,0.0,0.0,0
 192.168.167.7  ,10,0,-0.03482449541686828,-0.08915979090283144,10,134955,104676,2025-01-01 16:19:34,2025-01-01 16:34:18,0.0,884.0,0.0,0.0,0.0,0
 192.168.167.71 ,8,0,-0.06153932909013565,-0.07603287410863735,8,128663,130276,2025-01-01 02:12:58,2025-01-01 02:27:40,0.0,882.0,0.0,0.0,0.0,0
 192.168.167.72 ,7,1,-0.05633080229080978,-0.11046434885558165,7,102763,83140,2025-01-01 01:28:02,2025-01-01 01:40:10,0.14285714285714285,728.0,0.14285700000014287,0.041666664930555625,0.1124998994792667,0
 192.168.167.83 ,7,0,-0.05387438725990119,-0.09195230957076328,7,107794,90894,2025-01-01 12:09:12,2025-01-01 12:25:11,0.0,959.0,0.0,0.0,0.0,0
 192.168.168.108,21,18,-0.13001461989741944,-0.17140836165578155,1,2745479,58541,2025-01-01 01:11:49,2025-01-01 01:31:32,0.8571428571428571,1183.0,0.8571420000008572,0.7499999687500013,0.8249993906256003,1
 192.168.168.142,19,5,-0.08915470797794886,-0.2596603147055996,19,5764531,4920827,2025-01-01 21:54:08,2025-01-01 22:21:30,0.2631578947368421,1642.0,0.2631576315792105,0.20833332465277812,0.2467103395012808,0
 192.168.168.16 ,8,3,-0.07286728315447591,-0.12554288071173036,8,111857,111143,2025-01-01 06:14:38,2025-01-01 06:26:24,0.375,706.0,0.37499962500037504,0.12499999479166687,0.2999997359377626,0
 192.168.168.179,8,1,-0.04234729013118077,-0.09821529399208784,8,99590,87949,2025-01-01 15:28:57,2025-01-01 15:39:28,0.125,631.0,0.12499987500012501,0.041666664930555625,0.09999991197925419,0
 192.168.168.192,28,0,0.07385769216630227,0.03446239707782495,1,4088,2700,2025-01-01 23:55:01,2025-01-02 00:21:01,0.0,1560.0,0.0,0.0,0.0,0
 192.168.168.226,49,0,0.07276470023290016,-0.04239544759525071,49,5340,0,2025-01-01 02:50:50,2025-01-01 02:51:39,0.0,49.0,0.0,0.0,0.0,0
 192.168.168.241,7,2,-0.09247156145081183,-0.24538957111349236,7,806237,4549697,2025-01-01 06:18:56,2025-01-01 06:32:03,0.2857142857142857,787.0,0.28571400000028574,0.08333332986111125,0.2249997989585334,0
 192.168.168.248,6,2,-0.06922873716202944,-0.1175893131845479,6,70233,131332,2025-01-01 17:47:35,2025-01-01 17:52:18,0.3333333333333333,283.0,0.33333300000033333,0.08333332986111125,0.2583330989585667,0
 192.168.168.35 ,7,3,-0.08004627607548032,-0.12272344537150548,7,102814,113124,2025-01-01 18:21:12,2025-01-01 18:32:48,0.42857142857142855,696.0,0.4285710000004286,0.12499999479166687,0.33749969843780003,0
 192.168.168.37 ,53,0,0.08252087335078644,-0.03893382848266391,53,5448,0,2025-01-01 10:59:00,2025-01-01 11:00:01,0.0,61.0,0.0,0.0,0.0,0
 192.168.168.53 ,3,2,-0.06922109207550568,-0.10054437851255593,3,1300772,34887,2025-01-01 11:08:57,2025-01-01 11:09:34,0.6666666666666666,37.0,0.6666660000006667,0.08333332986111125,0.49166619895880004,1
 192.168.168.61 ,22,0,0.07326031175242907,0.0380905129727277,1,3231,2088,2025-01-01 22:16:57,2025-01-01 22:36:57,0.0,1200.0,0.0,0.0,0.0,0
 192.168.168.89 ,27,3,-0.07125972296159189,-0.25674701967176816,27,5036976,2167604,2025-01-01 13:36:27,2025-01-01 14:30:57,0.1111111111111111,3270.0,0.11111100000011112,0.12499999479166687,0.11527769843757785,0
 192.168.169.108,15,3,-0.07723924126240009,-0.249954558699937,15,787957,4891204,2025-01-01 13:02:55,2025-01-01 13:25:07,0.2,1332.0,0.19999980000020004,0.12499999479166687,0.1774998584376401,0
 192.168.169.12 ,9,1,-0.04979409535603366,-0.10893976637490355,9,168675,136700,2025-01-01 11:39:21,2025-01-01 11:49:27,0.1111111111111111,606.0,0.11111100000011112,0.041666664930555625,0.09027769947924447,0
 192.168.169.143,18,17,-0.13424742597155087,-0.16485112195984353,1,2390548,50196,2025-01-01 10:45:21,2025-01-01 11:16:48,0.9444444444444444,1887.0,0.9444435000009445,0.7083333038194456,0.8736104411464947,1
 192.168.169.146,9,1,-0.06762305044572897,-0.09759194011951056,9,142528,157929,2025-01-01 15:53:42,2025-01-01 16:13:18,0.1111111111111111,1176.0,0.11111100000011112,0.041666664930555625,0.09027769947924447,0
 192.168.169.169,37,0,0.07662548656301049,0.03807018503230519,1,5206,3440,2025-01-01 12:32:16,2025-01-01 13:07:16,0.0,2100.0,0.0,0.0,0.0,0
 192.168.169.175,6,2,-0.07356235119530308,-0.12746126829108628,6,112013,85106,2025-01-01 02:27:38,2025-01-01 02:36:17,0.3333333333333333,519.0,0.33333300000033333,0.08333332986111125,0.2583330989585667,0
 192.168.169.179,4,0,-0.035272241399813276,-0.06064540812236541,4,35574,33490,2025-01-01 00:31:00,2025-01-01 00:46:48,0.0,948.0,0.0,0.0,0.0,0
 192.168.169.182,8,0,-0.04540752003858778,-0.0765288950820987,8,139130,117950,2025-01-01 11:35:14,2025-01-01 11:46:53,0.0,699.0,0.0,0.0,0.0,0
 192.168.169.186,29,0,0.07269125197504261,0.03751492654621136,1,4290,2597,2025-01-01 19:24:00,2025-01-01 19:51:00,0.0,1620.0,0.0,0.0,0.0,0
 192.168.169.187,7,3,-0.10520341277339765,-0.24872599745175616,7,3393154,499603,2025-01-01 17:53:10,2025-01-01 18:05:48,0.42857142857142855,758.0,0.4285710000004286,0.12499999479166687,0.33749969843780003,0
 192.168.169.209,7,1,-0.06806563000437729,-0.10776361166000203,7,112423,90101,2025-01-01 10:00:39,2025-01-01 10:18:44,0.14285714285714285,1085.0,0.14285700000014287,0.041666664930555625,0.1124998994792667,0
 192.168.169.221,3,0,-0.04777516935961353,-0.07414533891354791,3,51751,51357,2025-01-01 08:48:14,2025-01-01 08:53:18,0.0,304.0,0.0,0.0,0.0,0
 192.168.169.228,4,1,-0.08123345517310732,-0.12133358152992446,4,93192,50206,2025-01-01 18:30:39,2025-01-01 18:39:02,0.25,503.0,0.24999975000025002,0.041666664930555625,0.1874998244793417,0
 192.168.169.25 ,4,0,-0.0677506874468718,-0.08391881501362664,4,71748,76908,2025-01-01 22:57:31,2025-01-01 23:00:08,0.0,157.0,0.0,0.0,0.0,0
 192.168.169.51 ,3,2,-0.0739740741413862,-0.1065914976128246,3,1566061,38541,2025-01-01 06:40:24,2025-01-01 06:40:56,0.6666666666666666,32.0,0.6666660000006667,0.08333332986111125,0.49166619895880004,1
 192.168.169.54 ,27,6,-0.08005065745209884,-0.2549624822536879,27,1796986,3675376,2025-01-01 12:42:11,2025-01-01 13:21:40,0.2222222222222222,2369.0,0.22222200000022224,0.24999998958333375,0.2305553968751557,0
 192.168.169.62 ,8,1,-0.07533355143098995,-0.1107560518754106,8,140505,98494,2025-01-01 10:18:50,2025-01-01 10:34:49,0.125,959.0,0.12499987500012501,0.041666664930555625,0.09999991197925419,0
 192.168.169.79 ,5,2,-0.11340875496222855,-0.26862079727608,5,4715174,2441331,2025-01-01 01:15:08,2025-01-01 01:39:03,0.4,1435.0,0.3999996000004001,0.08333332986111125,0.30499971895861344,0
 192.168.169.92 ,3,1,-0.10772867523161829,-0.2487455541668009,3,3102615,4252214,2025-01-01 20:00:40,2025-01-01 20:01:44,0.3333333333333333,64.0,0.33333300000033333,0.041666664930555625,0.24583309947940002,0
 192.168.17.138 ,4,1,-0.06477829272450711,-0.1255058846058541,4,51063,51746,2025-01-01 05:50:11,2025-01-01 06:06:56,0.25,1005.0,0.24999975000025002,0.041666664930555625,0.1874998244793417,0
 192.168.17.145 ,20,0,0.08141986762960052,0.05772812438731989,1,2805,1707,2025-01-01 19:19:37,2025-01-01 19:36:37,0.0,1020.0,0.0,0.0,0.0,0
 192.168.17.147 ,6,2,-0.11727264912318787,-0.26252214205518587,6,8753228,4700413,2025-01-01 20:05:23,2025-01-01 20:13:48,0.3333333333333333,505.0,0.33333300000033333,0.08333332986111125,0.2583330989585667,0
 192.168.17.167 ,6,3,-0.1372332402037201,-0.26819621317281717,6,4974942,3823026,2025-01-01 08:45:18,2025-01-01 08:48:45,0.5,207.0,0.49999950000050003,0.12499999479166687,0.38749964843785006,0
 192.168.17.169 ,9,0,-0.05933451293549463,-0.08594674101301836,9,158475,125659,2025-01-01 13:44:51,2025-01-01 14:06:53,0.0,1322.0,0.0,0.0,0.0,0
 192.168.17.171 ,29,8,-0.09016502628023676,-0.2498954645896454,29,7481761,9636472,2025-01-01 08:33:38,2025-01-01 09:05:31,0.27586206896551724,1913.0,0.27586179310372416,0.333333319444445,0.29310325100594037,0
 192.168.17.182 ,16,4,-0.08648462287167685,-0.2453859797519078,16,5991416,3444205,2025-01-01 10:28:49,2025-01-01 11:00:26,0.25,1897.0,0.24999975000025002,0.1666666597222225,0.22499982291684173,0
 192.168.17.198 ,8,3,-0.09067729332881466,-0.2244761656739609,8,1750993,1199120,2025-01-01 08:03:09,2025-01-01 08:16:24,0.375,795.0,0.37499962500037504,0.12499999479166687,0.2999997359377626,0
 192.168.17.234 ,25,7,-0.0952296053369061,-0.25063058637594093,25,6621799,8474715,2025-01-01 05:07:05,2025-01-01 05:42:07,0.28,2102.0,0.27999972000028006,0.2916666545138894,0.28349980035436284,0
 192.168.17.24  ,29,6,-0.07125614672886925,-0.14210264246450166,29,499715,355612,2025-01-01 01:28:48,2025-01-01 02:05:59,0.20689655172413793,2231.0,0.20689634482779312,0.24999998958333375,0.21982743825445528,0
 192.168.17.240 ,6,0,-0.039494851333413294,-0.09616587638073626,6,79945,97240,2025-01-01 17:33:10,2025-01-01 17:43:42,0.0,632.0,0.0,0.0,0.0,0
 192.168.17.244 ,4,0,-0.0658903395171492,-0.08667933688729335,4,70988,87642,2025-01-01 16:05:06,2025-01-01 16:09:13,0.0,247.0,0.0,0.0,0.0,0
 192.168.17.36  ,36,0,0.07975665368744572,-0.0258470668126759,36,3982,0,2025-01-01 17:36:09,2025-01-01 17:36:52,0.0,43.0,0.0,0.0,0.0,0
 192.168.17.5   ,5,0,-0.04171663901737066,-0.08245097419354819,5,71292,37122,2025-01-01 02:10:47,2025-01-01 02:20:48,0.0,601.0,0.0,0.0,0.0,0
 192.168.17.59  ,7,1,-0.06459309234330714,-0.25129884191225005,7,3456263,2669137,2025-01-01 09:36:57,2025-01-01 09:44:14,0.14285714285714285,437.0,0.14285700000014287,0.041666664930555625,0.1124998994792667,0
 192.168.17.89  ,8,3,-0.11579484470245088,-0.2574507541484303,8,6494751,4105838,2025-01-01 16:31:31,2025-01-01 16:36:55,0.375,324.0,0.37499962500037504,0.12499999479166687,0.2999997359377626,0
 192.168.170.106,23,0,0.0724620542327556,0.041773320831076155,1,3218,2269,2025-01-01 11:03:33,2025-01-01 11:25:33,0.0,1320.0,0.0,0.0,0.0,0
 192.168.170.112,15,3,-0.07903152770545417,-0.24592426133422707,15,3660775,2810944,2025-01-01 14:25:11,2025-01-01 18:01:39,0.2,12988.0,0.19999980000020004,0.12499999479166687,0.1774998584376401,0
 192.168.170.134,40,0,0.07364983333532164,-0.021508771997822418,40,3995,0,2025-01-01 04:05:57,2025-01-01 04:07:05,0.0,68.0,0.0,0.0,0.0,0
 192.168.170.153,37,0,0.09876587513132981,-0.01039703355721644,37,3640,0,2025-01-01 03:02:14,2025-01-01 03:02:41,0.0,27.0,0.0,0.0,0.0,0
 192.168.170.175,10,3,-0.1188118557399271,-0.25674701967176816,10,13659666,8293197,2025-01-01 05:47:04,2025-01-01 06:12:15,0.3,1511.0,0.2999997000003,0.12499999479166687,0.24749978843771006,0
 192.168.170.179,9,2,-0.06945066602933611,-0.2408071556302187,9,3721334,3718840,2025-01-01 09:37:48,2025-01-01 09:50:36,0.2222222222222222,768.0,0.22222200000022224,0.08333332986111125,0.18055539895848893,0
 192.168.170.225,8,3,-0.08867134986924442,-0.2511099781598203,8,4050266,3099808,2025-01-01 03:05:54,2025-01-01 03:14:48,0.375,534.0,0.37499962500037504,0.12499999479166687,0.2999997359377626,0
 192.168.170.252,5,1,-0.06927690350548854,-0.13473099023926138,5,86269,78293,2025-01-01 10:09:04,2025-01-01 10:17:58,0.2,534.0,0.19999980000020004,0.041666664930555625,0.15249985947930672,0
 192.168.170.38 ,10,1,-0.05206363848315303,-0.1254020573287843,10,174595,84665,2025-01-01 22:03:56,2025-01-01 22:13:28,0.1,572.0,0.09999990000010002,0.041666664930555625,0.0824999294792367,0
 192.168.170.7  ,9,1,-0.059406541536510864,-0.09966454657948487,9,106899,106262,2025-01-01 13:18:56,2025-01-01 13:40:52,0.1111111111111111,1316.0,0.11111100000011112,0.041666664930555625,0.09027769947924447,0
 192.168.170.77 ,6,1,-0.06179364052521561,-0.2454457175109569,6,3121801,3155105,2025-01-01 09:14:22,2025-01-01 09:24:52,0.16666666666666666,630.0,0.16666650000016667,0.041666664930555625,0.12916654947928335,0
 192.168.170.87 ,8,4,-0.1292656150569655,-0.2540282526154355,8,9259107,9154178,2025-01-01 18:54:00,2025-01-01 19:07:33,0.5,813.0,0.49999950000050003,0.1666666597222225,0.39999964791701675,0
 192.168.171.112,19,6,-0.09194493258963236,-0.257330973017175,19,6781676,5916097,2025-01-01 12:59:37,2025-01-01 22:41:18,0.3157894736842105,34901.0,0.31578915789505263,0.24999998958333375,0.29605240740153693,0
 192.168.171.146,9,2,-0.08914285126257365,-0.2289300264580333,9,1406999,2651679,2025-01-01 08:11:15,2025-01-01 08:18:34,0.2222222222222222,439.0,0.22222200000022224,0.08333332986111125,0.18055539895848893,0
 192.168.171.150,22,20,-0.1373986332057599,-0.17142791708535698,1,2542661,53870,2025-01-01 04:50:03,2025-01-01 05:22:10,0.9090909090909091,1927.0,0.9090900000009091,0.8333332986111125,0.8863629895839702,1
 192.168.171.156,9,0,-0.051497062561554695,-0.09260981547374236,9,125748,106233,2025-01-01 06:29:11,2025-01-01 06:37:46,0.0,515.0,0.0,0.0,0.0,0
 192.168.171.159,57,0,0.08512380777611452,-0.01152334631391927,57,6084,0,2025-01-01 19:08:27,2025-01-01 19:09:42,0.0,75.0,0.0,0.0,0.0,0
 192.168.171.162,29,6,-0.07155261665929759,-0.2540448421607149,29,7509937,5103231,2025-01-01 16:27:07,2025-01-01 17:18:14,0.20689655172413793,3067.0,0.20689634482779312,0.24999998958333375,0.21982743825445528,0
 192.168.171.197,6,2,-0.08935443319191828,-0.2552720505833559,6,4836420,4665417,2025-01-01 12:41:58,2025-01-01 12:44:04,0.3333333333333333,126.0,0.33333300000033333,0.08333332986111125,0.2583330989585667,0
 192.168.171.200,10,5,-0.10135061838418605,-0.25021924678706475,10,8957673,1248113,2025-01-01 11:41:44,2025-01-01 11:50:59,0.5,555.0,0.49999950000050003,0.20833332465277812,0.41249964739618344,1
 192.168.171.209,10,5,-0.11815085968489132,-0.26704420165253295,10,4463669,7615455,2025-01-01 13:57:54,2025-01-01 14:10:40,0.5,766.0,0.49999950000050003,0.20833332465277812,0.41249964739618344,1
 192.168.171.214,9,4,-0.07536346758818252,-0.14501857374583793,9,127784,132930,2025-01-01 16:21:52,2025-01-01 16:34:01,0.4444444444444444,729.0,0.4444440000004445,0.1666666597222225,0.36111079791697787,0
 192.168.171.226,10,4,-0.09123355496823402,-0.24884072196002804,10,9293958,2661496,2025-01-01 19:11:53,2025-01-01 19:27:12,0.4,919.0,0.3999996000004001,0.1666666597222225,0.3299997179169468,0
 192.168.171.234,10,3,-0.09837353321653226,-0.24721070585914284,10,5130656,3462369,2025-01-01 14:33:15,2025-01-01 14:50:56,0.3,1061.0,0.2999997000003,0.12499999479166687,0.24749978843771006,0
 192.168.171.241,5,0,-0.055033050851093356,-0.07678280395121517,5,80293,53636,2025-01-01 18:49:45,2025-01-01 18:53:12,0.0,207.0,0.0,0.0,0.0,0
 192.168.171.242,5,2,-0.07233078586864934,-0.09929489616291642,5,85463,87814,2025-01-01 01:21:33,2025-01-01 01:32:19,0.4,646.0,0.3999996000004001,0.08333332986111125,0.30499971895861344,0
 192.168.171.249,6,2,-0.11138854487190068,-0.2366438081293859,6,3185645,2185434,2025-01-01 18:08:15,2025-01-01 18:16:21,0.3333333333333333,486.0,0.33333300000033333,0.08333332986111125,0.2583330989585667,0
 192.168.171.37 ,3,0,-0.04004583790875434,-0.05710709576154005,3,55820,35358,2025-01-01 00:54:31,2025-01-01 00:57:12,0.0,161.0,0.0,0.0,0.0,0
 192.168.171.49 ,8,1,-0.07189458956474273,-0.2455231135447321,8,2095283,3848220,2025-01-01 17:39:32,2025-01-01 17:50:50,0.125,678.0,0.12499987500012501,0.041666664930555625,0.09999991197925419,0
 192.168.171.61 ,39,0,0.10004782848012754,0.002861854316082102,39,3969,0,2025-01-01 10:20:57,2025-01-01 10:21:30,0.0,33.0,0.0,0.0,0.0,0
 192.168.171.64 ,8,1,-0.06513787951938299,-0.23811642728466342,8,775114,4929846,2025-01-01 01:39:11,2025-01-01 01:58:43,0.125,1172.0,0.12499987500012501,0.041666664930555625,0.09999991197925419,0
 192.168.171.68 ,49,0,0.06684833307115637,-0.042549565996979455,49,5250,0,2025-01-01 11:06:26,2025-01-01 11:07:44,0.0,78.0,0.0,0.0,0.0,0
 192.168.172.10 ,14,13,-0.13510444091983412,-0.16948065015897706,1,1666045,32408,2025-01-01 23:32:19,2025-01-01 23:53:42,0.9285714285714286,1283.0,0.9285705000009287,0.5416666440972231,0.8124993432298169,1
 192.168.172.112,7,2,-0.06415561913168637,-0.1441944326670479,7,85225,109873,2025-01-01 17:50:25,2025-01-01 18:01:15,0.2857142857142857,650.0,0.28571400000028574,0.08333332986111125,0.2249997989585334,0
 192.168.172.131,8,2,-0.057601051823886015,-0.11667569533326705,8,2928508,92839,2025-01-01 10:57:02,2025-01-01 11:16:32,0.25,1170.0,0.24999975000025002,0.08333332986111125,0.19999982395850838,0
