ip,verdict,risk_score,risk_level,reason,if_score,svm_score,label
127.0.0.1,Normal,0.0,None,Clean,-0.5213568717849518,0.0002673242651273126,Normal
127.0.0.1,Normal,0.0,None,Clean,-0.5079440598253637,0.000310965547841203,Normal
127.0.0.1,Normal,0.0,None,Clean,-0.4738376474472222,0.0007435493777769005,Normal
127.0.0.1,Normal,0.0,None,Clean,-0.4738376474472222,0.000743549377776902,Normal
127.0.0.1,Normal,0.0,None,Clean,-0.5042169607229811,0.0003618420215072604,Normal
127.0.0.1,Normal,0.0,None,Clean,-0.471430978451756,-2.7889159053431846e-05,Normal
127.0.0.1,Normal,0.0,None,Clean,-0.471430978451756,-2.7889159053431846e-05,Normal
127.0.0.1,Suspicious,65.0,High,Behavioral (iForest Only),-0.6628126853543687,0.0018510401072811067,Normal
127.0.0.1,Normal,0.0,None,Clean,-0.48800188071704503,0.00019395385910600163,Normal
127.0.0.1,Normal,0.0,None,Clean,-0.5922682604725151,9.14876613978516e-05,Normal
127.0.0.1,Suspicious,65.0,High,Behavioral (One-Class SVM Only),-0.5701302986600542,-0.00022182495003569217,Normal
127.0.0.1,Normal,0.0,None,Clean,-0.5079440598253637,0.000310965547841203,Normal
127.0.0.1,Normal,0.0,None,Clean,-0.4738376474472222,0.0007435493777769005,Normal
127.0.0.1,Suspicious,65.0,High,Behavioral (iForest Only),-0.6628126853543687,0.0018510401072811067,Normal
127.0.0.1,Normal,0.0,None,Clean,-0.5116643141121139,0.00020405443407709722,Normal
127.0.0.1,Normal,0.0,None,Clean,-0.513458082378763,0.00015442844429840305,Normal
127.0.0.1,Normal,0.0,None,Clean,-0.4825934889489703,5.342703071706045e-05,Normal
127.0.0.1,Normal,0.0,None,Clean,-0.5922682604725151,9.14876613978516e-05,Normal
127.0.0.1,Normal,0.0,None,Clean,-0.5353824391612017,-2.4547713091048918e-05,Normal
127.0.0.1,Normal,0.0,None,Clean,-0.5421979119639424,0.0005812334481877267,Normal
127.0.0.1,Normal,0.0,None,Clean,-0.4751925340707303,-3.123060501581472e-05,Normal
127.0.0.1,Normal,0.0,None,Clean,-0.5065049228339721,1.5119472692475726e-05,Normal
127.0.0.1,Normal,0.0,None,Clean,-0.5079440598253637,0.000310965547841203,Normal
127.0.0.1,Normal,0.0,None,Clean,-0.4738376474472222,0.000743549377776902,Normal
127.0.0.1,Normal,0.0,None,Clean,-0.5421979119639424,0.0005812334481877267,Normal
127.0.0.1,Normal,0.0,None,Clean,-0.5452020201438044,-2.358979877286222e-05,Normal
127.0.0.1,Suspicious,65.0,High,Behavioral (One-Class SVM Only),-0.5420037392496722,-0.00022424741499013374,Normal
127.0.0.1,Normal,0.0,None,Clean,-0.5065049228339721,1.5119472692475726e-05,Normal
127.0.0.1,Normal,0.0,None,Clean,-0.48720091568542084,0.0001680835559684449,Normal
127.0.0.1,Suspicious,65.0,High,Behavioral (One-Class SVM Only),-0.5276545476347446,-0.0002265366094725428,Normal
127.0.0.1,Normal,0.0,None,Clean,-0.5065049228339721,1.5119472692475726e-05,Normal
127.0.0.1,Normal,0.0,None,Clean,-0.5065049228339721,1.5119472692475726e-05,Normal
127.0.0.1,Normal,0.0,None,Clean,-0.5079440598253637,0.000310965547841203,Normal
127.0.0.1,Normal,0.0,None,Clean,-0.5589949556278161,0.000775945754991312,Normal
127.0.0.1,Normal,0.0,None,Clean,-0.5403461996531826,0.0006376464596418005,Normal
127.0.0.1,Suspicious,65.0,High,Behavioral (iForest Only),-0.6628126853543687,0.0018510401072811067,Normal
127.0.0.1,Normal,0.0,None,Clean,-0.5922682604725151,9.14876613978516e-05,Normal
127.0.0.1,Normal,0.0,None,Clean,-0.5213568717849518,0.0002673242651273126,Normal
127.0.0.1,Normal,0.0,None,Clean,-0.5421979119639424,0.0005812334481877267,Normal
127.0.0.1,Normal,0.0,None,Clean,-0.4825934889489703,5.342703071706045e-05,Normal
127.0.0.1,Suspicious,65.0,High,Behavioral (One-Class SVM Only),-0.5771175090766847,-0.0002212643062685512,Normal
127.0.0.1,Suspicious,65.0,High,Behavioral (One-Class SVM Only),-0.5771175090766847,-0.0002212643062685512,Normal
127.0.0.1,Normal,0.0,None,Clean,-0.5065049228339721,1.5119472692475726e-05,Normal
127.0.0.1,Normal,0.0,None,Clean,-0.5224700950824313,0.000639311432962588,Normal
127.0.0.1,Normal,0.0,None,Clean,-0.5399122457019253,0.0001513270595632695,Normal
127.0.0.1,Normal,0.0,None,Clean,-0.5421979119639424,0.0005812334481877267,Normal
127.0.0.1,Normal,0.0,None,Clean,-0.4825934889489703,5.342703071706045e-05,Normal
127.0.0.1,Normal,0.0,None,Clean,-0.5366524633459935,-3.412598801668819e-05,Normal
127.0.0.1,Normal,0.0,None,Clean,-0.5366524633459935,-3.412598801668819e-05,Normal
127.0.0.1,Normal,0.0,None,Clean,-0.5065049228339721,1.5119472692475726e-05,Normal
127.0.0.1,Normal,0.0,None,Clean,-0.5079440598253637,0.000310965547841203,Normal
127.0.0.1,Normal,0.0,None,Clean,-0.4897267059158669,0.0001698896574891026,Normal
127.0.0.1,Normal,0.0,None,Clean,-0.4672786454261322,-3.1173082282489315e-05,Normal
127.0.0.1,Normal,0.0,None,Clean,-0.4672786454261322,-3.1173082282489315e-05,Normal
127.0.0.1,Suspicious,65.0,High,Behavioral (One-Class SVM Only),-0.5653847582560877,-0.0002304274415352133,Normal
127.0.0.1,Normal,0.0,None,Clean,-0.5079440598253637,0.000310965547841203,Normal
127.0.0.1,Normal,0.0,None,Clean,-0.5589949556278161,0.000775945754991312,Normal
127.0.0.1,Normal,0.0,None,Clean,-0.5042169607229811,0.0003618420215072604,Normal
127.0.0.1,Normal,0.0,None,Clean,-0.5366524633459935,-3.412598801668819e-05,Normal
127.0.0.1,Normal,0.0,None,Clean,-0.5065049228339721,1.5119472692475726e-05,Normal
127.0.0.1,Normal,0.0,None,Clean,-0.4823030356989924,0.00016394713497307016,Normal
127.0.0.1,Normal,0.0,None,Clean,-0.4825934889489703,5.342703071706045e-05,Normal
127.0.0.1,Normal,0.0,None,Clean,-0.5421979119639424,0.0005812334481877267,Normal
127.0.0.1,Normal,0.0,None,Clean,-0.4825934889489703,5.342703071706045e-05,Normal
127.0.0.1,Normal,0.0,None,Clean,-0.5065049228339721,1.5119472692475726e-05,Normal
127.0.0.1,Suspicious,65.0,High,Behavioral (iForest Only),-0.6628126853543687,0.0018510401072811067,Normal
127.0.0.1,Normal,0.0,None,Clean,-0.5116643141121139,0.00020405443407709722,Normal
127.0.0.1,Normal,0.0,None,Clean,-0.5421979119639424,0.0005812334481877267,Normal
127.0.0.1,Normal,0.0,None,Clean,-0.5042169607229811,0.0003618420215072604,Normal
127.0.0.1,Normal,0.0,None,Clean,-0.4825934889489703,5.342703071706045e-05,Normal
127.0.0.1,Normal,0.0,None,Clean,-0.471430978451756,-2.7889159053431846e-05,Normal
127.0.0.1,Suspicious,65.0,High,Behavioral (One-Class SVM Only),-0.5710056411732557,-0.00023064801014606754,Normal
127.0.0.1,Normal,0.0,None,Clean,-0.5421979119639424,0.0005812334481877267,Normal
127.0.0.1,Normal,0.0,None,Clean,-0.5042169607229811,0.0003618420215072604,Normal
127.0.0.1,Normal,0.0,None,Clean,-0.4825934889489703,5.342703071706045e-05,Normal
127.0.0.1,Suspicious,65.0,High,Behavioral (One-Class SVM Only),-0.5278403646284445,-0.0002252761250623158,Normal
127.0.0.1,Normal,0.0,None,Clean,-0.5213568717849518,0.0002673242651273126,Normal
127.0.0.1,Normal,0.0,None,Clean,-0.4738376474472222,0.000743549377776902,Normal
127.0.0.1,Normal,0.0,None,Clean,-0.5251436016670268,0.0002051083762491542,Normal
127.0.0.1,Normal,0.0,None,Clean,-0.5251436016670268,0.0002051083762491542,Normal
127.0.0.1,Normal,0.0,None,Clean,-0.5421979119639424,0.0005812334481877267,Normal
127.0.0.1,Normal,0.0,None,Clean,-0.5421979119639424,0.0005812334481877267,Normal
127.0.0.1,Normal,0.0,None,Clean,-0.4825934889489703,5.342703071706045e-05,Normal
127.0.0.1,Normal,0.0,None,Clean,-0.4825934889489703,5.342703071706045e-05,Normal
127.0.0.1,Normal,0.0,None,Clean,-0.5922682604725151,9.14876613978516e-05,Normal
127.0.0.1,Normal,0.0,None,Clean,-0.5213568717849518,0.0002673242651273126,Normal
127.0.0.1,Normal,0.0,None,Clean,-0.4738376474472222,0.0007435493777769005,Normal
127.0.0.1,Suspicious,65.0,High,Behavioral (iForest Only),-0.6628126853543687,0.0018510401072811067,Normal
127.0.0.1,Normal,0.0,None,Clean,-0.5421979119639424,0.0005812334481877267,Normal
127.0.0.1,Normal,0.0,None,Clean,-0.5042169607229811,0.0003618420215072604,Normal
127.0.0.1,Normal,0.0,None,Clean,-0.4825934889489703,5.342703071706045e-05,Normal
127.0.0.1,Normal,0.0,None,Clean,-0.4672786454261322,-3.1173082282489315e-05,Normal
127.0.0.1,Normal,0.0,None,Clean,-0.5231907648582651,0.0003890009749218299,Normal
127.0.0.1,Suspicious,65.0,High,Behavioral (One-Class SVM Only),-0.5510314285381958,-0.0002294838826472598,Normal
127.0.0.1,Normal,0.0,None,Clean,-0.5079440598253637,0.000310965547841203,Normal
127.0.0.1,Normal,0.0,None,Clean,-0.4738376474472222,0.000743549377776902,Normal
127.0.0.1,Normal,0.0,None,Clean,-0.5042169607229811,0.0003618420215072604,Normal
127.0.0.1,Normal,0.0,None,Clean,-0.4825934889489703,5.342703071706045e-05,Normal
127.0.0.1,Normal,0.0,None,Clean,-0.5589949556278161,0.000775945754991312,Normal
127.0.0.1,Normal,0.0,None,Clean,-0.4909667847155479,0.00019435393367049086,Normal
127.0.0.1,Normal,0.0,None,Clean,-0.4879834972104609,0.00016927954062561732,Normal
127.0.0.1,Normal,0.0,None,Clean,-0.5421979119639424,0.0005812334481877267,Normal
127.0.0.1,Normal,0.0,None,Clean,-0.5042169607229811,0.0003618420215072604,Normal
127.0.0.1,Normal,0.0,None,Clean,-0.4825934889489703,5.342703071706045e-05,Normal
127.0.0.1,Normal,0.0,None,Clean,-0.5366524633459935,-3.412598801668819e-05,Normal
127.0.0.1,Normal,0.0,None,Clean,-0.5686825333525043,0.0006432106918987186,Normal
127.0.0.1,Suspicious,65.0,High,Behavioral (iForest Only),-0.6628126853543687,0.0018510401072811067,Normal
127.0.0.1,Normal,0.0,None,Clean,-0.5041323533969628,0.00020102466947394853,Normal
127.0.0.1,Normal,0.0,None,Clean,-0.4825934889489703,5.342703071706045e-05,Normal
127.0.0.1,Normal,0.0,None,Clean,-0.4738376474472222,0.000743549377776902,Normal
127.0.0.1,Normal,0.0,None,Clean,-0.48845873067715423,0.00019358334523787487,Normal
127.0.0.1,Normal,0.0,None,Clean,-0.5065049228339721,1.5119472692475726e-05,Normal
127.0.0.1,Normal,0.0,None,Clean,-0.5213568717849518,0.0002673242651273126,Normal
127.0.0.1,Suspicious,65.0,High,Behavioral (iForest Only),-0.6628126853543687,0.0018510401072811067,Normal
127.0.0.1,Suspicious,65.0,High,Behavioral (One-Class SVM Only),-0.5688103420413151,-0.0002218860853972868,Normal
127.0.0.1,Normal,0.0,None,Clean,-0.5213568717849518,0.0002673242651273126,Normal
127.0.0.1,Normal,0.0,None,Clean,-0.527720344311737,0.0006387823175961634,Normal
127.0.0.1,Normal,0.0,None,Clean,-0.5054840524008835,0.00020044685586330995,Normal
127.0.0.1,Normal,0.0,None,Clean,-0.5421979119639424,0.0005812334481877267,Normal
127.0.0.1,Normal,0.0,None,Clean,-0.5042169607229811,0.0003618420215072604,Normal
127.0.0.1,Normal,0.0,None,Clean,-0.4825934889489703,5.342703071706045e-05,Normal
127.0.0.1,Normal,0.0,None,Clean,-0.4825934889489703,5.342703071706045e-05,Normal
127.0.0.1,Normal,0.0,None,Clean,-0.5231907648582651,0.0003890009749218299,Normal
127.0.0.1,Normal,0.0,None,Clean,-0.5065049228339721,1.5119472692475726e-05,Normal
127.0.0.1,Normal,0.0,None,Clean,-0.4738376474472222,0.0007435493777769005,Normal
127.0.0.1,Normal,0.0,None,Clean,-0.5363867583463384,0.00020700352470543102,Normal
127.0.0.1,Normal,0.0,None,Clean,-0.4751925340707303,-3.123060501581472e-05,Normal
127.0.0.1,Normal,0.0,None,Clean,-0.5065049228339721,1.5119472692475726e-05,Normal
127.0.0.1,Normal,0.0,None,Clean,-0.5667513570944559,0.000635987071136236,Normal
127.0.0.1,Normal,0.0,None,Clean,-0.5610352239597391,0.00014604136210954473,Normal
127.0.0.1,Normal,0.0,None,Clean,-0.5067345961585124,0.0002035967407489124,Normal
127.0.0.1,Normal,0.0,None,Clean,-0.4825934889489703,5.342703071706045e-05,Normal
127.0.0.1,Normal,0.0,None,Clean,-0.5065049228339721,1.5119472692475726e-05,Normal
127.0.0.1,Normal,0.0,None,Clean,-0.5213568717849518,0.0002673242651273126,Normal
127.0.0.1,Normal,0.0,None,Clean,-0.5421979119639424,0.0005812334481877267,Normal
127.0.0.1,Normal,0.0,None,Clean,-0.5042169607229811,0.0003618420215072604,Normal
127.0.0.1,Suspicious,65.0,High,Behavioral (One-Class SVM Only),-0.5746124956817581,-0.00022131735849965743,Normal
127.0.0.1,Normal,0.0,None,Clean,-0.5589949556278161,0.000775945754991312,Normal
127.0.0.1,Normal,0.0,None,Clean,-0.4738376474472222,0.000743549377776902,Normal
127.0.0.1,Suspicious,65.0,High,Behavioral (One-Class SVM Only),-0.5260388835730496,-0.0002264256181093616,Normal
127.0.0.1,Normal,0.0,None,Clean,-0.5065049228339721,1.5119472692475726e-05,Normal
127.0.0.1,Normal,0.0,None,Clean,-0.5079440598253637,0.000310965547841203,Normal
127.0.0.1,Normal,0.0,None,Clean,-0.4738376474472222,0.0007435493777769005,Normal
127.0.0.1,Normal,0.0,None,Clean,-0.506084463289737,0.0001998965146056497,Normal
127.0.0.1,Suspicious,65.0,High,Behavioral (One-Class SVM Only),-0.5571773023379863,-0.00022260936811427867,Normal
127.0.0.1,Suspicious,65.0,High,Behavioral (One-Class SVM Only),-0.5571773023379863,-0.00022260936811427867,Normal
127.0.0.1,Suspicious,65.0,High,Behavioral (iForest Only),-0.5955670682557702,0.0006344822034528078,Normal
127.0.0.1,Normal,0.0,None,Clean,-0.4738376474472222,0.000743549377776902,Normal
127.0.0.1,Normal,0.0,None,Clean,-0.4826449416820194,0.00016589308593635568,Normal
127.0.0.1,Normal,0.0,None,Clean,-0.471430978451756,-2.7889159053431846e-05,Normal
127.0.0.1,Normal,0.0,None,Clean,-0.5065049228339721,1.5119472692475726e-05,Normal
127.0.0.1,Normal,0.0,None,Clean,-0.5589949556278161,0.000775945754991312,Normal
127.0.0.1,Normal,0.0,None,Clean,-0.4738376474472222,0.0007435493777769005,Normal
127.0.0.1,Normal,0.0,None,Clean,-0.4738376474472222,0.000743549377776902,Normal
127.0.0.1,Suspicious,65.0,High,Behavioral (iForest Only),-0.6628126853543687,0.0018510401072811067,Normal
127.0.0.1,Normal,0.0,None,Clean,-0.5070559341267918,0.00019218719199876237,Normal
127.0.0.1,Normal,0.0,None,Clean,-0.5421979119639424,0.0005812334481877267,Normal
127.0.0.1,Normal,0.0,None,Clean,-0.5922682604725151,9.14876613978516e-05,Normal
127.0.0.1,Normal,0.0,None,Clean,-0.5213568717849518,0.0002673242651273126,Normal
127.0.0.1,Normal,0.0,None,Clean,-0.5079440598253637,0.000310965547841203,Normal
127.0.0.1,Normal,0.0,None,Clean,-0.4738376474472222,0.0007435493777769005,Normal
127.0.0.1,Suspicious,65.0,High,Behavioral (iForest Only),-0.6628126853543687,0.0018510401072811067,Normal
127.0.0.1,Normal,0.0,None,Clean,-0.5421979119639424,0.0005812334481877267,Normal
127.0.0.1,Normal,0.0,None,Clean,-0.5231907648582651,0.0003890009749218299,Normal
127.0.0.1,Suspicious,65.0,High,Behavioral (One-Class SVM Only),-0.5746124956817581,-0.00022135349835131354,Normal
127.0.0.1,Normal,0.0,None,Clean,-0.5065049228339721,1.5119472692475726e-05,Normal
127.0.0.1,Suspicious,65.0,High,Behavioral (iForest Only),-0.6451629848280497,0.0006313749936236019,Normal
127.0.0.1,Suspicious,65.0,High,Behavioral (iForest Only),-0.6628126853543687,0.0018510401072811067,Normal
127.0.0.1,Normal,0.0,None,Clean,-0.4877691815978657,0.0001608438479935348,Normal
127.0.0.1,Normal,0.0,None,Clean,-0.5042169607229811,0.0003618420215072604,Normal
127.0.0.1,Normal,0.0,None,Clean,-0.4825934889489703,5.342703071706045e-05,Normal
127.0.0.1,Normal,0.0,None,Clean,-0.5922682604725151,9.14876613978516e-05,Normal
127.0.0.1,Normal,0.0,None,Clean,-0.4672786454261322,-3.1173082282489315e-05,Normal
127.0.0.1,Normal,0.0,None,Clean,-0.5079440598253637,0.000310965547841203,Normal
127.0.0.1,Normal,0.0,None,Clean,-0.5589949556278161,0.000775945754991312,Normal
127.0.0.1,Normal,0.0,None,Clean,-0.4738376474472222,0.0007435493777769005,Normal
127.0.0.1,Normal,0.0,None,Clean,-0.4738376474472222,0.000743549377776902,Normal
127.0.0.1,Normal,0.0,None,Clean,-0.5421979119639424,0.0005812334481877267,Normal
127.0.0.1,Normal,0.0,None,Clean,-0.4825934889489703,5.342703071706045e-05,Normal
127.0.0.1,Normal,0.0,None,Clean,-0.5231907648582651,0.0003890009749218299,Normal
127.0.0.1,Suspicious,65.0,High,Behavioral (One-Class SVM Only),-0.5477892823258025,-0.00022938255348788918,Normal
127.0.0.1,Normal,0.0,None,Clean,-0.5065049228339721,1.5119472692475726e-05,Normal
127.0.0.1,Normal,0.0,None,Clean,-0.4738376474472222,0.000743549377776902,Normal
127.0.0.1,Normal,0.0,None,Clean,-0.5421979119639424,0.0005812334481877267,Normal
127.0.0.1,Normal,0.0,None,Clean,-0.4825934889489703,5.342703071706045e-05,Normal
127.0.0.1,Normal,0.0,None,Clean,-0.5065049228339721,1.5119472692475726e-05,Normal
127.0.0.1,Normal,0.0,None,Clean,-0.5079440598253637,0.000310965547841203,Normal
127.0.0.1,Suspicious,65.0,High,Behavioral (iForest Only),-0.6628126853543687,0.0018510401072811067,Normal
127.0.0.1,Normal,0.0,None,Clean,-0.4825934889489703,5.342703071706045e-05,Normal
127.0.0.1,Normal,0.0,None,Clean,-0.471430978451756,-2.7889159053431846e-05,Normal
127.0.0.1,Normal,0.0,None,Clean,-0.4738376474472222,0.000743549377776902,Normal
127.0.0.1,Suspicious,65.0,High,Behavioral (iForest Only),-0.6628126853543687,0.0018510401072811067,Normal
127.0.0.1,Normal,0.0,None,Clean,-0.4849581340603034,0.00016648533006633526,Normal
127.0.0.1,Normal,0.0,None,Clean,-0.5366524633459935,-3.412598801668819e-05,Normal
127.0.0.1,Suspicious,65.0,High,Behavioral (One-Class SVM Only),-0.5913682746753789,-0.00022074875987980328,Normal
127.0.0.1,Normal,0.0,None,Clean,-0.5213568717849518,0.0002673242651273126,Normal
127.0.0.1,Normal,0.0,None,Clean,-0.494810184137438,0.00019499294567218404,Normal
127.0.0.1,Normal,0.0,None,Clean,-0.5421979119639424,0.0005812334481877267,Normal
127.0.0.1,Normal,0.0,None,Clean,-0.4825934889489703,5.342703071706045e-05,Normal
127.0.0.1,Normal,0.0,None,Clean,-0.4825934889489703,5.342703071706045e-05,Normal
127.0.0.1,Anomalous,85.0,Critical,Behavioral (High Confidence - iForest & SVM),-0.6022798734779243,-0.00022010966906077815,Normal
127.0.0.1,Normal,0.0,None,Clean,-0.5065049228339721,1.5119472692475726e-05,Normal
127.0.0.1,Normal,0.0,None,Clean,-0.5729080105406371,0.0006436751328501812,Normal
127.0.0.1,Normal,0.0,None,Clean,-0.48697826373454656,0.00019385755252869708,Normal
127.0.0.1,Normal,0.0,None,Clean,-0.5421979119639424,0.0005812334481877267,Normal
127.0.0.1,Normal,0.0,None,Clean,-0.5421979119639424,0.0005812334481877267,Normal
127.0.0.1,Normal,0.0,None,Clean,-0.5231907648582651,0.0003890009749218299,Normal
127.0.0.1,Normal,0.0,None,Clean,-0.5065049228339721,1.5119472692475726e-05,Normal
127.0.0.1,Normal,0.0,None,Clean,-0.5079557862249875,0.0001994229308803237,Normal
127.0.0.1,Normal,0.0,None,Clean,-0.471430978451756,-2.7889159053431846e-05,Normal
127.0.0.1,Normal,0.0,None,Clean,-0.5213568717849518,0.0002673242651273126,Normal
127.0.0.1,Normal,0.0,None,Clean,-0.5589949556278161,0.000775945754991312,Normal
127.0.0.1,Normal,0.0,None,Clean,-0.4738376474472222,0.000743549377776902,Normal
127.0.0.1,Normal,0.0,None,Clean,-0.4738376474472222,0.000743549377776902,Normal
127.0.0.1,Suspicious,65.0,High,Behavioral (iForest Only),-0.6628126853543687,0.0018510401072811067,Normal
127.0.0.1,Normal,0.0,None,Clean,-0.5421979119639424,0.0005812334481877267,Normal
127.0.0.1,Normal,0.0,None,Clean,-0.4738376474472222,0.0007435493777769005,Normal
127.0.0.1,Normal,0.0,None,Clean,-0.4844662096691774,0.00016656346410766606,Normal
127.0.0.1,Normal,0.0,None,Clean,-0.5421979119639424,0.0005812334481877267,Normal
127.0.0.1,Normal,0.0,None,Clean,-0.4825934889489703,5.342703071706045e-05,Normal
127.0.0.1,Normal,0.0,None,Clean,-0.5922682604725151,9.14876613978516e-05,Normal
127.0.0.1,Normal,0.0,None,Clean,-0.47775729456364335,-3.021398377642178e-05,Normal
127.0.0.1,Normal,0.0,None,Clean,-0.5065049228339721,1.5119472692475726e-05,Normal
127.0.0.1,Normal,0.0,None,Clean,-0.5065049228339721,1.5119472692475726e-05,Normal
127.0.0.1,Suspicious,65.0,High,Behavioral (iForest Only),-0.6363905732419352,0.0006473090634498836,Normal
127.0.0.1,Suspicious,65.0,High,Behavioral (iForest Only),-0.6363905732419352,0.0006473090634498836,Normal
127.0.0.1,Normal,0.0,None,Clean,-0.4738376474472222,0.000743549377776902,Normal
127.0.0.1,Normal,0.0,None,Clean,-0.5421979119639424,0.0005812334481877267,Normal
127.0.0.1,Normal,0.0,None,Clean,-0.4978882516081405,-2.7021554085579784e-05,Normal
127.0.0.1,Suspicious,65.0,High,Behavioral (One-Class SVM Only),-0.5276618300450361,-0.00022526227534271938,Normal
127.0.0.1,Normal,0.0,None,Clean,-0.5065049228339721,1.5119472692475726e-05,Normal
127.0.0.1,Normal,0.0,None,Clean,-0.5589949556278161,0.000775945754991312,Normal
127.0.0.1,Suspicious,65.0,High,Behavioral (iForest Only),-0.6628126853543687,0.0018510401072811067,Normal
127.0.0.1,Normal,0.0,None,Clean,-0.48760899970891497,0.0001937149216687976,Normal
127.0.0.1,Normal,0.0,None,Clean,-0.5421979119639424,0.0005812334481877267,Normal
127.0.0.1,Normal,0.0,None,Clean,-0.4672786454261322,-3.1173082282489315e-05,Normal
127.0.0.1,Normal,0.0,None,Clean,-0.5231907648582651,0.0003890009749218299,Normal
127.0.0.1,Normal,0.0,None,Clean,-0.5213568717849518,0.0002673242651273126,Normal
127.0.0.1,Normal,0.0,None,Clean,-0.5231907648582651,0.0003890009749218299,Normal
127.0.0.1,Suspicious,65.0,High,Behavioral (One-Class SVM Only),-0.5232690506218962,-0.00022569181705054937,Normal
127.0.0.1,Normal,0.0,None,Clean,-0.5065049228339721,1.5119472692475726e-05,Normal
127.0.0.1,Normal,0.0,None,Clean,-0.5213568717849518,0.0002673242651273126,Normal
127.0.0.1,Suspicious,65.0,High,Behavioral (iForest Only),-0.6374359272579854,0.0006474063515738415,Normal
127.0.0.1,Normal,0.0,None,Clean,-0.5366524633459935,-3.412598801668819e-05,Normal
127.0.0.1,Suspicious,65.0,High,Behavioral (One-Class SVM Only),-0.5287319363711319,-0.0002269843088826835,Normal
127.0.0.1,Normal,0.0,None,Clean,-0.4738376474472222,0.0007435493777769005,Normal
127.0.0.1,Normal,0.0,None,Clean,-0.5042169607229811,0.0003618420215072604,Normal
127.0.0.1,Normal,0.0,None,Clean,-0.4825934889489703,5.342703071706045e-05,Normal
127.0.0.1,Normal,0.0,None,Clean,-0.5922682604725151,9.14876613978516e-05,Normal
127.0.0.1,Normal,0.0,None,Clean,-0.5353824391612017,-2.4547713091048918e-05,Normal
127.0.0.1,Normal,0.0,None,Clean,-0.4738376474472222,0.0007435493777769005,Normal
127.0.0.1,Normal,0.0,None,Clean,-0.48800188071704503,0.00019395385910600163,Normal
127.0.0.1,Normal,0.0,None,Clean,-0.4843281798705376,0.00016200641268031765,Normal
127.0.0.1,Normal,0.0,None,Clean,-0.4751925340707303,-3.123060501581472e-05,Normal
127.0.0.1,Normal,0.0,None,Clean,-0.4738376474472222,0.0007435493777769005,Normal
127.0.0.1,Normal,0.0,None,Clean,-0.4738376474472222,0.000743549377776902,Normal
127.0.0.1,Normal,0.0,None,Clean,-0.5421979119639424,0.0005812334481877267,Normal
127.0.0.1,Normal,0.0,None,Clean,-0.5231907648582651,0.0003890009749218299,Normal
127.0.0.1,Normal,0.0,None,Clean,-0.5258474330412315,0.0006391163444927446,Normal
127.0.0.1,Normal,0.0,None,Clean,-0.49281382532058043,0.00019309205198126447,Normal
127.0.0.1,Normal,0.0,None,Clean,-0.5678099380410313,0.00018043731181739315,Normal
127.0.0.1,Normal,0.0,None,Clean,-0.5042169607229811,0.0003618420215072604,Normal
127.0.0.1,Normal,0.0,None,Clean,-0.5922682604725151,9.14876613978516e-05,Normal
127.0.0.1,Suspicious,65.0,High,Behavioral (One-Class SVM Only),-0.5365049222143764,-0.00022462102975537117,Normal
127.0.0.1,Normal,0.0,None,Clean,-0.5589949556278161,0.000775945754991312,Normal
127.0.0.1,Normal,0.0,None,Clean,-0.5248936299841457,0.000639474273819021,Normal
127.0.0.1,Normal,0.0,None,Clean,-0.5421979119639424,0.0005812334481877267,Normal
127.0.0.1,Normal,0.0,None,Clean,-0.5042169607229811,0.0003618420215072604,Normal
127.0.0.1,Normal,0.0,None,Clean,-0.5922682604725151,9.14876613978516e-05,Normal
127.0.0.1,Normal,0.0,None,Clean,-0.4738376474472222,0.000743549377776902,Normal
127.0.0.1,Normal,0.0,None,Clean,-0.49109605488350594,0.0001578964961143758,Normal
127.0.0.1,Normal,0.0,None,Clean,-0.5421979119639424,0.0005812334481877267,Normal
127.0.0.1,Normal,0.0,None,Clean,-0.5421979119639424,0.0005812334481877267,Normal
127.0.0.1,Normal,0.0,None,Clean,-0.5042169607229811,0.0003618420215072604,Normal
127.0.0.1,Normal,0.0,None,Clean,-0.5231907648582651,0.0003890009749218299,Normal
127.0.0.1,Normal,0.0,None,Clean,-0.5065049228339721,1.5119472692475726e-05,Normal
127.0.0.1,Normal,0.0,None,Clean,-0.5079440598253637,0.000310965547841203,Normal
127.0.0.1,Normal,0.0,None,Clean,-0.5585455996275694,0.0006364322819192965,Normal
127.0.0.1,Normal,0.0,None,Clean,-0.5231792230919201,0.00019096793509527617,Normal
127.0.0.1,Normal,0.0,None,Clean,-0.49578815288722067,0.00017144063999745935,Normal
127.0.0.1,Normal,0.0,None,Clean,-0.4825934889489703,5.342703071706045e-05,Normal
127.0.0.1,Normal,0.0,None,Clean,-0.471430978451756,-2.7889159053431846e-05,Normal
127.0.0.1,Normal,0.0,None,Clean,-0.5213568717849518,0.0002673242651273126,Normal
127.0.0.1,Normal,0.0,None,Clean,-0.4738376474472222,0.000743549377776902,Normal
127.0.0.1,Suspicious,65.0,High,Behavioral (iForest Only),-0.6628126853543687,0.0018510401072811067,Normal
127.0.0.1,Normal,0.0,None,Clean,-0.5421979119639424,0.0005812334481877267,Normal
127.0.0.1,Suspicious,65.0,High,Behavioral (iForest Only),-0.6628126853543687,0.0018510401072811067,Normal
127.0.0.1,Normal,0.0,None,Clean,-0.48845873067715423,0.0001935833452378748,Normal
127.0.0.1,Normal,0.0,None,Clean,-0.4825934889489703,5.342703071706045e-05,Normal
