session_id,parent_tracking_id,source_ip,geo_country,is_external_ip,is_off_hours,session_duration_sec,total_requests,req_per_min,min_interarrival_sec,avg_uri_depth,error_404_rate,error_403_rate,error_50x_rate,post_rate,rare_method_rate,unique_path_ratio,static_asset_ratio,suspicious_ext_rate,status_diversity,unique_uas,avg_payload_bytes,max_resp_bytes,l1_alert_count,l1_alert_types
::1_20200302160130,::1_20200302160130,::1,LOCAL,0,0,2565.0,26,0.61,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0385,0.0,0.0,1,1,110.0,110,0,
192.168.10.185_20200302150554,192.168.10.185_20200302130553,192.168.10.185,LOCAL,0,0,7200.0,1595,13.29,0.0,3.03,0.0,0.0,0.0,0.4903,0.0,0.0245,0.0,0.2959,2,1,4880.86,24859,0,
::1_20200302165515,::1_20200302165515,::1,LOCAL,0,0,43.0,3,4.19,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3333,0.0,0.0,1,1,110.0,110,0,
::1_20200302171302,::1_20200302171302,::1,LOCAL,0,0,0.0,1,60.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1,1,110.0,110,0,
192.168.10.194_20200302142233,192.168.10.194_20200302142233,192.168.10.194,LOCAL,0,0,1397.0,129,5.54,0.0,3.01,0.0,0.0,0.0,0.4884,0.0,0.2558,0.0078,0.3256,2,1,5028.57,24718,0,
192.168.10.81_20200302160040,192.168.10.81_20200302160040,192.168.10.81,LOCAL,0,0,895.0,113,7.58,0.0,3.29,0.0,0.0,0.0,0.3982,0.0,0.4159,0.2212,0.1858,2,1,4327.04,24857,0,
::1_20200302172420,::1_20200302172420,::1,LOCAL,0,0,1511.0,31,1.23,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0323,0.0,0.0,1,1,110.0,110,0,
192.168.10.161_20200302150535,192.168.10.161_20200302150535,192.168.10.161,LOCAL,0,0,2374.0,161,4.07,0.0,2.96,0.0,0.0,0.0,0.4099,0.0,0.1988,0.0124,0.2857,2,1,4578.94,24848,0,
192.168.10.130_20200302165226,192.168.10.130_20200302165226,192.168.10.130,LOCAL,0,0,4770.0,473,5.95,0.0,2.88,0.0,0.0,0.0,0.3615,0.0,0.1121,0.0613,0.3911,2,2,5070.17,24720,0,
192.168.10.194_20200302172959,192.168.10.194_20200302172959,192.168.10.194,LOCAL,0,0,114.0,11,5.79,0.0,2.36,0.0,0.0,0.0,0.4545,0.0,0.5455,0.0,0.5455,2,1,4021.27,8756,0,
192.168.10.185_20200302170602,192.168.10.185_20200302130553,192.168.10.185,LOCAL,0,0,7198.0,1884,15.7,0.0,2.86,0.0,0.0,0.0,0.423,0.0,0.0218,0.0,0.3662,2,1,5187.64,24859,0,
192.168.10.81_20200302180932,192.168.10.81_20200302180932,192.168.10.81,LOCAL,0,0,7160.0,1896,15.89,0.0,3.44,0.0,0.0,0.0,0.1297,0.0,0.1155,0.6714,0.1366,2,1,3634.81,50928,0,
::1_20200302181250,::1_20200302181250,::1,LOCAL,0,0,6821.0,149,1.31,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0067,0.0,0.0,1,1,110.0,110,0,
::1_20200302201445,::1_20200302181250,::1,LOCAL,0,1,487.0,15,1.85,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0667,0.0,0.0,1,1,110.0,110,0,
192.168.10.185_20200302190612,192.168.10.185_20200302130553,192.168.10.185,LOCAL,0,1,7191.0,1431,11.94,0.0,2.96,0.0,0.0,0.0,0.4514,0.0,0.0321,0.0028,0.3305,2,1,4982.49,24860,0,
192.168.10.130_20200302191203,192.168.10.130_20200302191203,192.168.10.130,LOCAL,0,1,7187.0,1559,13.02,0.0,3.1,0.0,0.0,0.0,0.4086,0.0,0.0776,0.0975,0.3047,2,2,4887.31,24723,0,
192.168.10.194_20200302204322,192.168.10.194_20200302204322,192.168.10.194,LOCAL,0,1,7176.0,617,5.16,0.0,2.97,0.0,0.0,0.0,0.4797,0.0,0.0551,0.0,0.342,2,1,5177.05,24717,0,
::1_20200302205126,::1_20200302205126,::1,LOCAL,0,1,4431.0,67,0.91,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0149,0.0,0.0,1,1,110.0,110,0,
::1_20200302225333,::1_20200302225333,::1,LOCAL,0,1,27.0,3,6.67,13.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3333,0.0,0.0,1,1,110.0,110,0,
192.168.10.185_20200302210615,192.168.10.185_20200302130553,192.168.10.185,LOCAL,0,1,7200.0,963,8.03,0.0,2.8,0.0,0.0,0.0,0.3936,0.0,0.0436,0.0,0.3873,2,1,5003.39,24856,0,
192.168.10.130_20200302211210,192.168.10.130_20200302191203,192.168.10.130,LOCAL,0,1,7200.0,1466,12.22,0.0,3.13,0.0,0.0,0.0,0.4072,0.0,0.0819,0.1078,0.3029,2,2,5007.77,24720,0,
::1_20200302230426,::1_20200302230426,::1,LOCAL,0,1,0.0,1,60.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1,1,110.0,110,0,
::1_20200302231442,::1_20200302231442,::1,LOCAL,0,1,522.0,4,0.46,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.25,0.0,0.0,1,1,110.0,110,0,
192.168.10.185_20200302230618,192.168.10.185_20200302130553,192.168.10.185,LOCAL,0,1,7197.0,751,6.26,0.0,2.81,0.0,0.0,0.0,0.3822,0.0,0.0586,0.0,0.3835,2,1,5486.43,24856,0,
192.168.10.130_20200302231211,192.168.10.130_20200302191203,192.168.10.130,LOCAL,0,1,7186.0,806,6.73,0.0,3.0,0.0,0.0,0.0,0.4342,0.0,0.067,0.0285,0.3176,2,2,5314.0,24718,0,
192.168.10.81_20200302200934,192.168.10.81_20200302180932,192.168.10.81,LOCAL,0,1,1534.0,350,13.69,0.0,3.53,0.0,0.0,0.0,0.2571,0.0,0.5914,0.5086,0.1229,2,1,4061.77,50928,0,
::1_20200303001910,::1_20200303001910,::1,LOCAL,0,1,406.0,2,0.3,406.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,1,1,110.0,110,0,
192.168.10.185_20200303010659,192.168.10.185_20200302130553,192.168.10.185,LOCAL,0,1,5089.0,375,4.42,0.0,2.69,0.0,0.0,0.0,0.3227,0.0,0.1013,0.0,0.4267,2,1,5698.44,24853,0,
::1_20200303052303,::1_20200303052303,::1,LOCAL,0,1,101.0,2,1.19,101.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,1,1,110.0,110,0,
::1_20200303055602,::1_20200303055602,::1,LOCAL,0,1,205.0,3,0.88,50.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3333,0.0,0.0,1,1,110.0,110,0,
192.168.10.185_20200303053500,192.168.10.185_20200303053500,192.168.10.185,LOCAL,0,1,408.0,25,3.68,0.0,2.72,0.0,0.0,0.0,0.4,0.0,0.52,0.0,0.36,2,1,4966.6,24702,0,
192.168.10.130_20200303011233,192.168.10.130_20200302191203,192.168.10.130,LOCAL,0,1,5674.0,426,4.5,0.0,2.83,0.0,0.0,0.0,0.3991,0.0,0.0728,0.0,0.3967,2,1,5745.17,24716,0,
::1_20200303061707,::1_20200303061707,::1,LOCAL,0,0,548.0,8,0.88,13.0,0.0,0.0,0.0,0.0,0.0,1.0,0.125,0.0,0.0,1,1,110.0,110,0,
::1_20200303065006,::1_20200303065006,::1,LOCAL,0,0,43.0,2,2.79,43.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,1,1,110.0,110,0,
192.168.10.161_20200302205308,192.168.10.161_20200302205308,192.168.10.161,LOCAL,0,1,4405.0,315,4.29,0.0,2.75,0.0,0.0,0.0,0.327,0.0,0.127,0.0095,0.3968,2,1,4617.27,24848,0,
::1_20200303070139,::1_20200303070139,::1,LOCAL,0,0,14.0,2,8.57,14.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,1,1,110.0,110,0,
192.168.10.185_20200303063913,192.168.10.185_20200303063913,192.168.10.185,LOCAL,0,0,7196.0,1916,15.98,0.0,2.93,0.0,0.0,0.0,0.4462,0.0,0.0188,0.0,0.3382,2,1,5120.57,24708,0,
::1_20200303074149,::1_20200303074149,::1,LOCAL,0,0,3059.0,23,0.45,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0435,0.0,0.0,1,1,110.0,110,0,
::1_20200303084347,::1_20200303084347,::1,LOCAL,0,0,58.0,2,2.07,58.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,1,1,110.0,110,0,
192.168.10.161_20200303071545,192.168.10.161_20200303071545,192.168.10.161,LOCAL,0,0,2395.0,183,4.58,0.0,2.77,0.0,0.0,0.0,0.3443,0.0,0.1913,0.0,0.4098,2,1,4686.51,24850,0,
192.168.10.130_20200303064944,192.168.10.130_20200303064944,192.168.10.130,LOCAL,0,0,5345.0,833,9.35,0.0,3.44,0.0,0.0,0.0,0.2605,0.0,0.1885,0.3493,0.2437,2,2,4076.97,31529,0,
::1_20200303085848,::1_20200303085848,::1,LOCAL,0,0,84.0,4,2.86,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.25,0.0,0.0,1,1,110.0,110,0,
::1_20200303091249,::1_20200303091249,::1,LOCAL,0,0,0.0,1,60.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1,1,110.0,110,0,
::1_20200303093759,::1_20200303093759,::1,LOCAL,0,0,329.0,8,1.46,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.125,0.0,0.0,1,1,110.0,110,0,
::1_20200303100619,::1_20200303100619,::1,LOCAL,0,0,1109.0,16,0.87,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0625,0.0,0.0,1,1,110.0,110,0,
192.168.10.185_20200303083930,192.168.10.185_20200303063913,192.168.10.185,LOCAL,0,0,7186.0,1259,10.51,0.0,2.81,0.0,0.0,0.0,0.394,0.0,0.0294,0.0024,0.3892,2,1,5197.89,24853,0,
192.168.10.194_20200302224340,192.168.10.194_20200302204322,192.168.10.194,LOCAL,0,1,247.0,17,4.13,0.0,2.41,0.0,0.0,0.0,0.2353,0.0,0.5882,0.0,0.5882,2,1,5204.94,9028,0,
192.168.10.81_20200303052157,192.168.10.81_20200303052157,192.168.10.81,LOCAL,0,1,538.0,144,16.06,0.0,3.27,0.0,0.0,0.0,0.0694,0.0,0.8194,0.7292,0.1736,2,1,2981.96,46392,0,
192.168.10.130_20200303090440,192.168.10.130_20200303090440,192.168.10.130,LOCAL,0,0,6746.0,540,4.8,0.0,2.83,0.0,0.0,0.0,0.4074,0.0,0.063,0.0,0.4019,2,1,5446.56,24718,0,
192.168.10.161_20200303085947,192.168.10.161_20200303085947,192.168.10.161,LOCAL,0,0,3920.0,307,4.7,0.0,2.95,0.0,0.0,0.0,0.43,0.0,0.1238,0.0,0.3029,2,1,4792.48,24847,0,
192.168.10.185_20200303103939,192.168.10.185_20200303063913,192.168.10.185,LOCAL,0,0,7197.0,1608,13.41,0.0,2.8,0.0,0.0,0.0,0.3949,0.0,0.0249,0.0,0.403,2,1,5481.16,24856,0,
::1_20200303103544,::1_20200303103544,::1,LOCAL,0,0,6918.0,107,0.93,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0093,0.0,0.0,1,1,110.0,110,0,
192.168.10.81_20200303110120,192.168.10.81_20200303110120,192.168.10.81,LOCAL,0,0,3354.0,876,15.67,0.0,3.59,0.0,0.0,0.0,0.1941,0.0,0.2432,0.605,0.113,2,1,3998.65,50927,0,
192.168.10.194_20200303104730,192.168.10.194_20200303104730,192.168.10.194,LOCAL,0,0,5898.0,514,5.23,0.0,2.94,0.0,0.0,0.0,0.465,0.0,0.0661,0.0,0.3502,2,1,5318.82,24718,0,
192.168.10.130_20200303112608,192.168.10.130_20200303112608,192.168.10.130,LOCAL,0,0,7195.0,1736,14.48,0.0,3.37,0.0,0.0,0.0,0.3013,0.0,0.1365,0.3209,0.2465,2,2,4100.08,50927,0,
::1_20200303124126,::1_20200303124126,::1,LOCAL,0,0,3685.0,65,1.06,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0154,0.0,0.0,1,1,110.0,110,0,
::1_20200303135757,::1_20200303135757,::1,LOCAL,0,0,1400.0,6,0.26,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1667,0.0,0.0,1,1,110.0,110,0,
192.168.10.185_20200303123941,192.168.10.185_20200303063913,192.168.10.185,LOCAL,0,0,7197.0,837,6.98,0.0,2.81,0.0,0.0,0.0,0.3835,0.0,0.0502,0.0,0.3871,2,1,5291.32,24856,0,
::1_20200303143726,::1_20200303143726,::1,LOCAL,0,0,845.0,6,0.43,14.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1667,0.0,0.0,1,1,110.0,110,0,
::1_20200303150654,::1_20200303150654,::1,LOCAL,0,0,119.0,4,2.02,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.25,0.0,0.0,1,1,110.0,110,0,
192.168.10.130_20200303132610,192.168.10.130_20200303112608,192.168.10.130,LOCAL,0,0,7118.0,807,6.8,0.0,2.9,0.0,0.0,0.0,0.4176,0.0,0.0669,0.0297,0.3643,2,2,5336.63,24718,0,
192.168.10.130_20200303152635,192.168.10.130_20200303112608,192.168.10.130,LOCAL,0,0,309.0,16,3.11,0.0,2.44,0.0,0.0,0.0,0.25,0.0,0.4375,0.0,0.4375,2,1,4957.5,7555,0,
192.168.10.185_20200303143954,192.168.10.185_20200303063913,192.168.10.185,LOCAL,0,0,7199.0,1959,16.33,0.0,2.91,0.0,0.0,0.0,0.4324,0.0,0.0214,0.0,0.3486,2,1,5143.26,24857,0,
::1_20200303152126,::1_20200303152126,::1,LOCAL,0,0,3742.0,68,1.09,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0147,0.0,0.0,1,1,110.0,110,0,
192.168.10.81_20200303125522,192.168.10.81_20200303125522,192.168.10.81,LOCAL,0,0,1147.0,414,21.66,0.0,3.57,0.0,0.0,0.0,0.0918,0.0,0.5,0.7488,0.1208,2,1,3257.43,50927,0,
192.168.10.130_20200303161014,192.168.10.130_20200303161014,192.168.10.130,LOCAL,0,0,4300.0,541,7.55,0.0,3.2,0.0,0.0,0.0,0.3272,0.0,0.3346,0.281,0.2421,3,2,4992.34,50927,0,
::1_20200303165306,::1_20200303165306,::1,LOCAL,0,0,4718.0,125,1.59,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.008,0.0,0.0,1,1,110.0,110,0,
192.168.10.185_20200303163956,192.168.10.185_20200303063913,192.168.10.185,LOCAL,0,0,7200.0,1536,12.8,0.0,2.81,0.0,0.0,0.0,0.3965,0.0,0.0254,0.0013,0.3997,2,1,5360.48,24852,0,
192.168.10.161_20200303123938,192.168.10.161_20200303123938,192.168.10.161,LOCAL,0,0,2376.0,189,4.77,0.0,2.77,0.0,0.0,0.0,0.3598,0.0,0.1852,0.0,0.381,2,1,5201.44,24849,0,
192.168.10.81_20200303165712,192.168.10.81_20200303165712,192.168.10.81,LOCAL,0,0,7196.0,1819,15.17,0.0,3.51,0.0,0.0,0.0,0.1528,0.0,0.1176,0.646,0.1308,2,1,3671.56,50928,0,
192.168.10.194_20200303142056,192.168.10.194_20200303142056,192.168.10.194,LOCAL,0,0,736.0,110,8.97,0.0,3.23,0.0,0.0,0.0,0.2455,0.0,0.6273,0.4273,0.2,3,1,3675.89,46392,0,
192.168.10.130_20200303182150,192.168.10.130_20200303182150,192.168.10.130,LOCAL,0,0,7188.0,1196,9.98,0.0,3.26,0.0,0.0,0.0,0.3102,0.0,0.189,0.3186,0.2308,3,1,4153.27,50927,0,
::1_20200303182212,::1_20200303182212,::1,LOCAL,0,0,7180.0,133,1.11,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0075,0.0,0.0,1,1,110.0,110,0,
192.168.10.81_20200303185719,192.168.10.81_20200303165712,192.168.10.81,LOCAL,0,0,458.0,256,33.54,0.0,3.62,0.0,0.0,0.0,0.1133,0.0,0.6875,0.7578,0.0703,2,1,3797.64,50927,0,
192.168.10.185_20200303184000,192.168.10.185_20200303063913,192.168.10.185,LOCAL,0,0,7180.0,1716,14.34,0.0,2.96,0.0,0.0,0.0,0.4575,0.0,0.0274,0.0017,0.3432,2,1,5011.59,24852,0,
192.168.10.130_20200303202214,192.168.10.130_20200303182150,192.168.10.130,LOCAL,0,1,638.0,77,7.24,0.0,3.18,0.0,0.0,0.0,0.5844,0.0,0.3247,0.0,0.2597,2,1,4657.36,24715,0,
192.168.10.194_20200303194421,192.168.10.194_20200303194421,192.168.10.194,LOCAL,0,1,7181.0,641,5.36,0.0,2.96,0.0,0.0,0.0,0.4821,0.0,0.0608,0.0094,0.3432,3,1,5244.94,24719,0,
192.168.10.161_20200303185446,192.168.10.161_20200303185446,192.168.10.161,LOCAL,0,0,4988.0,405,4.87,0.0,2.92,0.0,0.0,0.0,0.4321,0.0,0.0963,0.0,0.3333,2,1,4820.05,24850,0,
::1_20200303202625,::1_20200303182212,::1,LOCAL,0,1,7107.0,120,1.01,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0083,0.0,0.0,1,1,110.0,110,0,
192.168.10.185_20200303204008,192.168.10.185_20200303063913,192.168.10.185,LOCAL,0,1,7199.0,1117,9.31,0.0,2.87,0.0,0.0,0.0,0.4226,0.0,0.0349,0.0,0.3805,2,1,5331.12,24856,0,
192.168.10.130_20200303205515,192.168.10.130_20200303205515,192.168.10.130,LOCAL,0,1,7198.0,693,5.78,0.0,3.06,0.0,0.0,0.0,0.4343,0.0,0.0981,0.0693,0.3059,3,2,5422.31,24718,0,
::1_20200303222802,::1_20200303182212,::1,LOCAL,0,1,0.0,1,60.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1,1,110.0,110,0,
::1_20200303230853,::1_20200303230853,::1,LOCAL,0,1,117.0,11,5.64,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0909,0.0,0.0,1,1,110.0,110,0,
192.168.10.194_20200303214437,192.168.10.194_20200303194421,192.168.10.194,LOCAL,0,1,7176.0,651,5.44,0.0,3.07,0.0,0.0,0.0,0.5253,0.0,0.0522,0.0,0.2965,2,1,4976.77,24717,0,
::1_20200303233410,::1_20200303233410,::1,LOCAL,0,1,1119.0,12,0.64,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0833,0.0,0.0,1,1,110.0,110,0,
192.168.10.185_20200303224013,192.168.10.185_20200303063913,192.168.10.185,LOCAL,0,1,7200.0,592,4.93,0.0,2.95,0.0,0.0,0.0,0.4595,0.0,0.0541,0.0,0.3294,2,1,5108.46,24855,0,
192.168.10.130_20200303225520,192.168.10.130_20200303205515,192.168.10.130,LOCAL,0,1,7179.0,584,4.88,0.0,3.04,0.0,0.0,0.0,0.4024,0.0,0.1164,0.0788,0.3202,2,2,5543.95,24711,0,
::1_20200304000522,::1_20200304000522,::1,LOCAL,0,1,0.0,1,60.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1,1,110.0,110,0,
::1_20200304010911,::1_20200304010911,::1,LOCAL,0,1,0.0,1,60.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1,1,110.0,110,0,
192.168.10.194_20200303234513,192.168.10.194_20200303194421,192.168.10.194,LOCAL,0,1,7174.0,585,4.89,0.0,2.99,0.0,0.0,0.0,0.4769,0.0,0.0581,0.0,0.2957,2,1,5199.65,24718,0,
::1_20200304011956,::1_20200304011956,::1,LOCAL,0,1,2.0,3,90.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3333,0.0,0.0,1,1,110.0,110,0,
::1_20200304023133,::1_20200304023133,::1,LOCAL,0,1,0.0,1,60.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1,1,110.0,110,0,
::1_20200304024528,::1_20200304024528,::1,LOCAL,0,1,0.0,1,60.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1,1,110.0,110,0,
192.168.10.130_20200304005537,192.168.10.130_20200303205515,192.168.10.130,LOCAL,0,1,4223.0,316,4.49,0.0,3.14,0.0,0.0,0.0,0.3165,0.0,0.212,0.1551,0.3228,2,1,5470.22,24708,0,
192.168.10.185_20200304004018,192.168.10.185_20200303063913,192.168.10.185,LOCAL,0,1,2038.0,213,6.27,0.0,3.22,0.0,0.0,0.0,0.554,0.0,0.1174,0.0,0.2019,2,1,4612.46,24707,0,
::1_20200304025718,::1_20200304025718,::1,LOCAL,0,1,0.0,1,60.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1,1,110.0,110,0,
192.168.10.130_20200304052011,192.168.10.130_20200304052011,192.168.10.130,LOCAL,0,1,1863.0,170,5.48,0.0,3.02,0.0,0.0,0.0,0.3941,0.0,0.2824,0.1059,0.2941,2,1,4954.65,24716,0,
::1_20200304060722,::1_20200304060722,::1,LOCAL,0,0,545.0,3,0.33,117.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3333,0.0,0.0,1,1,110.0,110,0,
192.168.10.81_20200303202704,192.168.10.81_20200303202704,192.168.10.81,LOCAL,0,1,2734.0,832,18.26,0.0,3.57,0.0,0.0,0.0,0.0901,0.0,0.22,0.738,0.1202,2,1,3464.82,50927,0,
192.168.10.161_20200303221033,192.168.10.161_20200303221033,192.168.10.161,LOCAL,0,1,3061.0,237,4.65,0.0,2.81,0.0,0.0,0.0,0.3797,0.0,0.1772,0.0042,0.3966,2,1,5360.73,24847,0,
192.168.10.194_20200304014520,192.168.10.194_20200303194421,192.168.10.194,LOCAL,0,1,1475.0,131,5.33,0.0,2.89,0.0,0.0,0.0,0.4504,0.0,0.2519,0.0,0.374,2,1,5420.79,24718,0,
192.168.10.185_20200304053653,192.168.10.185_20200304053653,192.168.10.185,LOCAL,0,1,19.0,4,12.63,0.0,1.5,0.0,0.0,0.0,0.25,0.0,0.5,0.0,0.75,2,1,3958.0,8854,0,
::1_20200304063650,::1_20200304063650,::1,LOCAL,0,0,644.0,4,0.37,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.25,0.0,0.0,1,1,110.0,110,0,
::1_20200304065811,::1_20200304065811,::1,LOCAL,0,0,1741.0,18,0.62,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0556,0.0,0.0,1,1,110.0,110,0,
::1_20200304073740,::1_20200304073740,::1,LOCAL,0,0,312.0,4,0.77,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.25,0.0,0.0,1,1,110.0,110,0,
192.168.10.185_20200304071647,192.168.10.185_20200304071647,192.168.10.185,LOCAL,0,0,2423.0,158,3.91,0.0,2.51,0.0,0.0,0.0,0.2975,0.0,0.2025,0.0,0.5253,2,1,4992.09,24855,0,
192.168.10.130_20200304063022,192.168.10.130_20200304063022,192.168.10.130,LOCAL,0,0,4126.0,461,6.7,0.0,3.12,0.0,0.0,0.0,0.2885,0.0,0.2711,0.2625,0.2603,3,1,4227.15,46391,0,
192.168.10.81_20200304063902,192.168.10.81_20200304063902,192.168.10.81,LOCAL,0,0,1944.0,415,12.81,0.0,3.45,0.0,0.0,0.0,0.2,0.0,0.4795,0.5614,0.1518,2,1,3936.47,50927,0,
192.168.10.81_20200304084832,192.168.10.81_20200304084832,192.168.10.81,LOCAL,0,0,675.0,73,6.49,0.0,3.08,0.0,0.0,0.0,0.3014,0.0,0.4795,0.2329,0.3014,2,1,4812.19,24856,0,
::1_20200304075339,::1_20200304075339,::1,LOCAL,0,0,7105.0,138,1.17,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0072,0.0,0.0,1,1,110.0,110,0,
192.168.10.185_20200304080902,192.168.10.185_20200304080902,192.168.10.185,LOCAL,0,0,7200.0,1762,14.68,0.0,2.95,0.0,0.0,0.0,0.4625,0.0,0.0244,0.0,0.3314,2,1,5114.25,24857,0,
192.168.10.130_20200304084406,192.168.10.130_20200304084406,192.168.10.130,LOCAL,0,0,7197.0,1167,9.73,0.0,3.07,0.0,0.0,0.0,0.4165,0.0,0.084,0.0746,0.3162,3,2,5149.67,24721,0,
::1_20200304095354,::1_20200304075339,::1,LOCAL,0,0,1968.0,31,0.95,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0323,0.0,0.0,1,1,110.0,110,0,
::1_20200304104804,::1_20200304104804,::1,LOCAL,0,0,686.0,15,1.31,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0667,0.0,0.0,1,1,110.0,110,0,
192.168.10.185_20200304100916,192.168.10.185_20200304080902,192.168.10.185,LOCAL,0,0,3202.0,365,6.84,0.0,2.88,0.0,0.0,0.0,0.4247,0.0,0.0986,0.0,0.3507,2,1,5313.91,24702,0,
192.168.10.81_20200304092955,192.168.10.81_20200304092955,192.168.10.81,LOCAL,0,0,3554.0,1184,19.99,0.0,3.42,0.0,0.0,0.0,0.109,0.0,0.1934,0.7247,0.1267,2,1,3483.06,50928,0,
::1_20200304111213,::1_20200304111213,::1,LOCAL,0,0,206.0,5,1.46,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2,0.0,0.0,1,1,110.0,110,0,
192.168.10.161_20200304092131,192.168.10.161_20200304092131,192.168.10.161,LOCAL,0,0,5104.0,402,4.73,0.0,2.79,0.0,0.0,0.0,0.3731,0.0,0.1045,0.0,0.4005,2,1,5479.06,24847,0,
192.168.10.130_20200304104408,192.168.10.130_20200304084406,192.168.10.130,LOCAL,0,0,7191.0,1469,12.26,0.0,3.23,0.0,0.0,0.0,0.3016,0.0,0.1586,0.2771,0.2621,3,2,4826.34,50927,0,
192.168.10.185_20200304111424,192.168.10.185_20200304111424,192.168.10.185,LOCAL,0,0,7182.0,1566,13.08,0.0,2.86,0.0,0.0,0.0,0.417,0.0,0.0275,0.0,0.3723,2,1,5284.18,24855,0,
::1_20200304115006,::1_20200304115006,::1,LOCAL,0,0,7035.0,189,1.61,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0053,0.0,0.0,1,1,110.0,110,0,
::1_20200304135145,::1_20200304115006,::1,LOCAL,0,0,678.0,11,0.97,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0909,0.0,0.0,1,1,110.0,110,0,
192.168.10.194_20200304115402,192.168.10.194_20200304115402,192.168.10.194,LOCAL,0,0,2217.0,287,7.77,0.0,3.31,0.0,0.0,0.0,0.2718,0.0,0.4878,0.3763,0.2369,3,1,4146.32,50927,0,
192.168.10.161_20200304123542,192.168.10.161_20200304123542,192.168.10.161,LOCAL,0,0,7178.0,591,4.94,0.0,2.79,0.0,0.0,0.0,0.3858,0.0,0.0711,0.0,0.4095,2,1,5199.28,24851,0,
192.168.10.130_20200304124433,192.168.10.130_20200304084406,192.168.10.130,LOCAL,0,0,5291.0,804,9.12,0.0,3.55,0.0,0.0,0.0,0.2002,0.0,0.2786,0.4988,0.1729,3,2,4132.62,50927,0,
192.168.10.185_20200304131433,192.168.10.185_20200304111424,192.168.10.185,LOCAL,0,0,7192.0,1606,13.4,0.0,2.91,0.0,0.0,0.0,0.4433,0.0,0.0274,0.0019,0.358,2,1,5188.62,24854,0,
::1_20200304141313,::1_20200304141313,::1,LOCAL,0,0,2123.0,18,0.51,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0556,0.0,0.0,1,1,110.0,110,0,
192.168.10.130_20200304151131,192.168.10.130_20200304151131,192.168.10.130,LOCAL,0,0,631.0,65,6.18,0.0,2.89,0.0,0.0,0.0,0.4615,0.0,0.4462,0.0,0.3385,2,1,5436.26,24715,0,
